row_index,name_ko,name_ja,name_en,category,affiliation,source_store,source_url,source_url_is_generic,source_url_is_product_detail,strategy,provider_status,automation_safety,priority,query,search_url
1032,원피스 아크릴 키링 (루피),,,키링,원피스,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,원피스 아크릴 키링 (루피),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%9B%90%ED%94%BC%EC%8A%A4%20%EC%95%84%ED%81%AC%EB%A6%B4%20%ED%82%A4%EB%A7%81%20%28%EB%A3%A8%ED%94%BC%29
1033,원피스 클리어 파일 (밀짚모자 일당),,,문구,원피스,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,원피스 클리어 파일 (밀짚모자 일당),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%9B%90%ED%94%BC%EC%8A%A4%20%ED%81%B4%EB%A6%AC%EC%96%B4%20%ED%8C%8C%EC%9D%BC%20%28%EB%B0%80%EC%A7%9A%EB%AA%A8%EC%9E%90%20%EC%9D%BC%EB%8B%B9%29
1034,원피스 캔뱃지 (랜덤 1팩),,,캔뱃지,원피스,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,원피스 캔뱃지 (랜덤 1팩),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%9B%90%ED%94%BC%EC%8A%A4%20%EC%BA%94%EB%B1%83%EC%A7%80%20%28%EB%9E%9C%EB%8D%A4%201%ED%8C%A9%29
1036,주술회전 봉제 인형 (고죠 사토루),,,인형,주술회전,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,주술회전 봉제 인형 (고죠 사토루),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A3%BC%EC%88%A0%ED%9A%8C%EC%A0%84%20%EB%B4%89%EC%A0%9C%20%EC%9D%B8%ED%98%95%20%28%EA%B3%A0%EC%A3%A0%20%EC%82%AC%ED%86%A0%EB%A3%A8%29
1037,주술회전 캔뱃지 (랜덤),,,캔뱃지,주술회전,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,주술회전 캔뱃지 (랜덤),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A3%BC%EC%88%A0%ED%9A%8C%EC%A0%84%20%EC%BA%94%EB%B1%83%EC%A7%80%20%28%EB%9E%9C%EB%8D%A4%29
1038,주술회전 클리어 파일 (메인 비주얼),,,문구,주술회전,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,주술회전 클리어 파일 (메인 비주얼),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A3%BC%EC%88%A0%ED%9A%8C%EC%A0%84%20%ED%81%B4%EB%A6%AC%EC%96%B4%20%ED%8C%8C%EC%9D%BC%20%28%EB%A9%94%EC%9D%B8%20%EB%B9%84%EC%A3%BC%EC%96%BC%29
1039,주술회전 머그컵,,,머그컵,주술회전,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,주술회전 머그컵,https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A3%BC%EC%88%A0%ED%9A%8C%EC%A0%84%20%EB%A8%B8%EA%B7%B8%EC%BB%B5
1041,체인소맨 아크릴 스탠드 (파워),,,아크릴 스탠드,체인소맨,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,체인소맨 아크릴 스탠드 (파워),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%B2%B4%EC%9D%B8%EC%86%8C%EB%A7%A8%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C%20%28%ED%8C%8C%EC%9B%8C%29
1042,체인소맨 아크릴 스탠드 (마키마),,,아크릴 스탠드,체인소맨,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,체인소맨 아크릴 스탠드 (마키마),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%B2%B4%EC%9D%B8%EC%86%8C%EB%A7%A8%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C%20%28%EB%A7%88%ED%82%A4%EB%A7%88%29
1043,체인소맨 봉제 인형 (포치타),,,인형,체인소맨,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,체인소맨 봉제 인형 (포치타),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%B2%B4%EC%9D%B8%EC%86%8C%EB%A7%A8%20%EB%B4%89%EC%A0%9C%20%EC%9D%B8%ED%98%95%20%28%ED%8F%AC%EC%B9%98%ED%83%80%29
1044,체인소맨 캔뱃지 (랜덤),,,캔뱃지,체인소맨,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,체인소맨 캔뱃지 (랜덤),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%B2%B4%EC%9D%B8%EC%86%8C%EB%A7%A8%20%EC%BA%94%EB%B1%83%EC%A7%80%20%28%EB%9E%9C%EB%8D%A4%29
1045,체인소맨 클리어 파일,,,문구,체인소맨,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,체인소맨 클리어 파일,https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%B2%B4%EC%9D%B8%EC%86%8C%EB%A7%A8%20%ED%81%B4%EB%A6%AC%EC%96%B4%20%ED%8C%8C%EC%9D%BC
1047,진격의 거인 아크릴 스탠드 (미카사),,,아크릴 스탠드,진격의 거인,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,진격의 거인 아크릴 스탠드 (미카사),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A7%84%EA%B2%A9%EC%9D%98%20%EA%B1%B0%EC%9D%B8%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C%20%28%EB%AF%B8%EC%B9%B4%EC%82%AC%29
1048,진격의 거인 아크릴 스탠드 (리바이),,,아크릴 스탠드,진격의 거인,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,진격의 거인 아크릴 스탠드 (리바이),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A7%84%EA%B2%A9%EC%9D%98%20%EA%B1%B0%EC%9D%B8%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C%20%28%EB%A6%AC%EB%B0%94%EC%9D%B4%29
1049,진격의 거인 피규어 (리바이),,,피규어,진격의 거인,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,진격의 거인 피규어 (리바이),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A7%84%EA%B2%A9%EC%9D%98%20%EA%B1%B0%EC%9D%B8%20%ED%94%BC%EA%B7%9C%EC%96%B4%20%28%EB%A6%AC%EB%B0%94%EC%9D%B4%29
1050,진격의 거인 캔뱃지 (랜덤),,,캔뱃지,진격의 거인,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,진격의 거인 캔뱃지 (랜덤),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A7%84%EA%B2%A9%EC%9D%98%20%EA%B1%B0%EC%9D%B8%20%EC%BA%94%EB%B1%83%EC%A7%80%20%28%EB%9E%9C%EB%8D%A4%29
1051,진격의 거인 클리어 파일,,,문구,진격의 거인,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,진격의 거인 클리어 파일,https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A7%84%EA%B2%A9%EC%9D%98%20%EA%B1%B0%EC%9D%B8%20%ED%81%B4%EB%A6%AC%EC%96%B4%20%ED%8C%8C%EC%9D%BC
1052,나의 히어로 아카데미아 아크릴 스탠드 (데쿠),,,아크릴 스탠드,나의 히어로 아카데미아,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,나의 히어로 아카데미아 아크릴 스탠드 (데쿠),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EB%82%98%EC%9D%98%20%ED%9E%88%EC%96%B4%EB%A1%9C%20%EC%95%84%EC%B9%B4%EB%8D%B0%EB%AF%B8%EC%95%84%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C%20%28%EB%8D%B0%EC%BF%A0%29
1053,나의 히어로 아카데미아 아크릴 스탠드 (바쿠고),,,아크릴 스탠드,나의 히어로 아카데미아,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,나의 히어로 아카데미아 아크릴 스탠드 (바쿠고),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EB%82%98%EC%9D%98%20%ED%9E%88%EC%96%B4%EB%A1%9C%20%EC%95%84%EC%B9%B4%EB%8D%B0%EB%AF%B8%EC%95%84%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C%20%28%EB%B0%94%EC%BF%A0%EA%B3%A0%29
1054,나의 히어로 아카데미아 아크릴 스탠드 (토도로키),,,아크릴 스탠드,나의 히어로 아카데미아,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,나의 히어로 아카데미아 아크릴 스탠드 (토도로키),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EB%82%98%EC%9D%98%20%ED%9E%88%EC%96%B4%EB%A1%9C%20%EC%95%84%EC%B9%B4%EB%8D%B0%EB%AF%B8%EC%95%84%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C%20%28%ED%86%A0%EB%8F%84%EB%A1%9C%ED%82%A4%29
1061,나루토 클리어 파일,,,문구,나루토,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,나루토 클리어 파일,https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EB%82%98%EB%A3%A8%ED%86%A0%20%ED%81%B4%EB%A6%AC%EC%96%B4%20%ED%8C%8C%EC%9D%BC
1067,SPY×FAMILY 캔뱃지 (랜덤),,,캔뱃지,SPY×FAMILY,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,SPY×FAMILY 캔뱃지 (랜덤),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=SPY%C3%97FAMILY%20%EC%BA%94%EB%B1%83%EC%A7%80%20%28%EB%9E%9C%EB%8D%A4%29
1070,도쿄 리벤저스 봉제 인형 (마이키),,,인형,도쿄 리벤저스,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,도쿄 리벤저스 봉제 인형 (마이키),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EB%8F%84%EC%BF%84%20%EB%A6%AC%EB%B2%A4%EC%A0%80%EC%8A%A4%20%EB%B4%89%EC%A0%9C%20%EC%9D%B8%ED%98%95%20%28%EB%A7%88%EC%9D%B4%ED%82%A4%29
1071,도쿄 리벤저스 캔뱃지 (랜덤),,,캔뱃지,도쿄 리벤저스,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,도쿄 리벤저스 캔뱃지 (랜덤),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EB%8F%84%EC%BF%84%20%EB%A6%AC%EB%B2%A4%EC%A0%80%EC%8A%A4%20%EC%BA%94%EB%B1%83%EC%A7%80%20%28%EB%9E%9C%EB%8D%A4%29
1072,최애의 아이 아크릴 스탠드 (호시노 아이),推しの子 アクリルスタンド (星野アイ),,아크릴 스탠드,최애의 아이,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,推しの子 アクリルスタンド (星野アイ),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%E6%8E%A8%E3%81%97%E3%81%AE%E5%AD%90%20%E3%82%A2%E3%82%AF%E3%83%AA%E3%83%AB%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%20%28%E6%98%9F%E9%87%8E%E3%82%A2%E3%82%A4%29
1075,최애의 아이 클리어 파일,,,문구,최애의 아이,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,최애의 아이 클리어 파일,https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%B5%9C%EC%95%A0%EC%9D%98%20%EC%95%84%EC%9D%B4%20%ED%81%B4%EB%A6%AC%EC%96%B4%20%ED%8C%8C%EC%9D%BC
1079,단다단 캔뱃지 (랜덤),,,캔뱃지,단다단,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,단다단 캔뱃지 (랜덤),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EB%8B%A8%EB%8B%A4%EB%8B%A8%20%EC%BA%94%EB%B1%83%EC%A7%80%20%28%EB%9E%9C%EB%8D%A4%29
1082,죠죠의 기묘한 모험 아크릴 스탠드,,,아크릴 스탠드,죠죠의 기묘한 모험,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,죠죠의 기묘한 모험 아크릴 스탠드,https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A3%A0%EC%A3%A0%EC%9D%98%20%EA%B8%B0%EB%AC%98%ED%95%9C%20%EB%AA%A8%ED%97%98%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C
1083,슬램덩크 아크릴 스탠드 (강백호),SLAM DUNK アクリルスタンド (桜木花道),,아크릴 스탠드,슬램덩크,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,SLAM DUNK アクリルスタンド (桜木花道),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=SLAM%20DUNK%20%E3%82%A2%E3%82%AF%E3%83%AA%E3%83%AB%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%20%28%E6%A1%9C%E6%9C%A8%E8%8A%B1%E9%81%93%29
1084,슬램덩크 아크릴 스탠드 (서태웅),,,아크릴 스탠드,슬램덩크,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,슬램덩크 아크릴 스탠드 (서태웅),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%8A%AC%EB%9E%A8%EB%8D%A9%ED%81%AC%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C%20%28%EC%84%9C%ED%83%9C%EC%9B%85%29
1085,슬램덩크 캔뱃지 (북산 멤버 랜덤),,,캔뱃지,슬램덩크,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,슬램덩크 캔뱃지 (북산 멤버 랜덤),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%8A%AC%EB%9E%A8%EB%8D%A9%ED%81%AC%20%EC%BA%94%EB%B1%83%EC%A7%80%20%28%EB%B6%81%EC%82%B0%20%EB%A9%A4%EB%B2%84%20%EB%9E%9C%EB%8D%A4%29
1087,헌터X헌터 봉제 인형 (키루아),,,인형,헌터X헌터,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,헌터X헌터 봉제 인형 (키루아),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%ED%97%8C%ED%84%B0X%ED%97%8C%ED%84%B0%20%EB%B4%89%EC%A0%9C%20%EC%9D%B8%ED%98%95%20%28%ED%82%A4%EB%A3%A8%EC%95%84%29
1090,명탐정 코난 봉제 인형 (코난),,,인형,명탐정 코난,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,명탐정 코난 봉제 인형 (코난),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EB%AA%85%ED%83%90%EC%A0%95%20%EC%BD%94%EB%82%9C%20%EB%B4%89%EC%A0%9C%20%EC%9D%B8%ED%98%95%20%28%EC%BD%94%EB%82%9C%29
1113,짱구는 못말려 봉제 인형 (시로),,,인형,짱구는 못말려,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,짱구는 못말려 봉제 인형 (시로),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A7%B1%EA%B5%AC%EB%8A%94%20%EB%AA%BB%EB%A7%90%EB%A0%A4%20%EB%B4%89%EC%A0%9C%20%EC%9D%B8%ED%98%95%20%28%EC%8B%9C%EB%A1%9C%29
1114,짱구는 못말려 아크릴 키링 (짱구),,,키링,짱구는 못말려,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,짱구는 못말려 아크릴 키링 (짱구),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%A7%B1%EA%B5%AC%EB%8A%94%20%EB%AA%BB%EB%A7%90%EB%A0%A4%20%EC%95%84%ED%81%AC%EB%A6%B4%20%ED%82%A4%EB%A7%81%20%28%EC%A7%B1%EA%B5%AC%29
1115,도라에몽 봉제 인형,,,인형,도라에몽,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,도라에몽 봉제 인형,https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EB%8F%84%EB%9D%BC%EC%97%90%EB%AA%BD%20%EB%B4%89%EC%A0%9C%20%EC%9D%B8%ED%98%95
1117,카드캡터 체리 아크릴 스탠드 (사쿠라),,,아크릴 스탠드,카드캡터 체리,애니메이트,,False,False,official_search,search_only,candidate_provider_script_required,10,카드캡터 체리 아크릴 스탠드 (사쿠라),https://www.animate-onlineshop.jp/products/list.php?mode=search&smt=%EC%B9%B4%EB%93%9C%EC%BA%A1%ED%84%B0%20%EC%B2%B4%EB%A6%AC%20%EC%95%84%ED%81%AC%EB%A6%B4%20%EC%8A%A4%ED%83%A0%EB%93%9C%20%28%EC%82%AC%EC%BF%A0%EB%9D%BC%29
